Survey Year,Country Name,E-Government Rank,E-Government Index,E-Participation Index,Online Service Index,Human Capital Index,Telecommunication Infrastructure Index
2014,"Sudan ",154,0.26062,0.27450,0.29133,0.30590,0.18466
2014,"Suriname ",115,0.40446,0.13725,0.14173,0.67490,0.39678
2014,Eswatini,138,0.30558,0.15686,0.13385,0.62000,0.16288
2014,"Uzbekistan ",100,0.46951,0.47058,0.44881,0.72640,0.23334
2014,"Vanuatu ",159,0.25705,0.17647,0.07874,0.57360,0.11882
2014,"Venezuela ",67,0.55639,0.56862,0.55118,0.76850,0.34948
2014,"Viet Nam ",99,0.47045,0.49019,0.41732,0.61480,0.37923
2014,"Sweden ",14,0.82250,0.60784,0.70078,0.88020,0.88656
2014,"Switzerland ",30,0.72670,0.37254,0.50393,0.85620,0.81992
2014,"Syrian Arab Republic ",135,0.31341,0.09803,0.15748,0.58350,0.19924
2014,"Tajikistan ",129,0.33951,0.11764,0.06299,0.72490,0.23062
2014,"Thailand ",102,0.46308,0.54901,0.44094,0.66400,0.28428
2014,"The former Yugoslav Republic of Macedonia ",96,0.47198,0.21568,0.24409,0.71980,0.45207
2014,Timor-Leste,161,0.25276,0.29411,0.20472,0.48310,0.07042
2014,"Togo ",162,0.24463,0.09803,0.11023,0.54010,0.08359
2014,"Tonga ",98,0.47057,0.33333,0.34645,0.83040,0.23482
2014,"Trinidad and Tobago ",91,0.49317,0.31372,0.33070,0.69450,0.45429
2014,"Tunisia ",75,0.53895,0.64705,0.63779,0.67170,0.30741
2014,"Turkey ",71,0.54428,0.49019,0.55905,0.71330,0.36048
2014,"Turkmenistan ",128,0.35109,0.11764,0.08661,0.74780,0.21885
2014,"Tuvalu ",137,0.30590,0.11764,0.03937,0.70220,0.17611
2014,"Uganda ",156,0.25926,0.13725,0.14960,0.52710,0.10108
2014,Ukraine,87,0.50316,0.43137,0.26771,0.86160,0.38016
2014,"United Arab Emirates ",32,0.71358,0.84313,0.88188,0.66570,0.59319
2014,United Kingdom of Great Britain and Northern Ireland,8,0.86948,0.96078,0.89763,0.85740,0.85340
2014,"United Republic of Tanzania ",146,0.27642,0.39215,0.29921,0.44920,0.08082
2014,"United States of America ",7,0.87483,0.92156,0.94488,0.93900,0.74059
2014,"Uruguay ",26,0.74195,0.98039,0.85039,0.81480,0.56070
2014,"Yemen ",150,0.27199,0.27450,0.30708,0.38400,0.12486
2014,"Zambia ",163,0.23893,0.17647,0.14173,0.45040,0.12471
2014,"Zimbabwe ",126,0.35845,0.45098,0.30708,0.54450,0.22376
2014,South Sudan,185,0.14184,0.05882,0.00787,0.40350,0.01411
2014,"Rwanda ",125,0.35888,0.50980,0.51181,0.48200,0.08284
2014,"Saint Kitts and Nevis ",90,0.49795,0.11764,0.13385,0.72790,0.63209
2014,"Saint Lucia ",104,0.45248,0.27450,0.24409,0.71330,0.40004
2014,"Saint Vincent and the Grenadines ",113,0.41578,0.15686,0.15748,0.70880,0.38104
2014,"Samoa ",111,0.42039,0.39215,0.24409,0.74990,0.26723
2014,"San Marino ",62,0.58225,0.19607,0.27559,0.83540,0.63577
2014,"Sao Tome and Principe ",169,0.22179,0.01960,0.00787,0.51770,0.13976
2014,"Saudi Arabia ",36,0.69001,0.56862,0.77165,0.74610,0.55227
2014,"Senegal ",151,0.26657,0.35294,0.30708,0.32830,0.16437
2014,Serbia,69,0.54715,0.41176,0.39370,0.77960,0.46814
2014,"Seychelles ",81,0.51126,0.25490,0.33070,0.73100,0.47206
2014,"Singapore ",3,0.90762,0.90196,0.99212,0.85150,0.87927
2014,"Slovakia ",51,0.61478,0.62745,0.48818,0.82650,0.52963
