"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","AIREMISSION","SOX","KG_CAP","A","1998",18.142,
"FIN","AIREMISSION","SOX","KG_CAP","A","1999",17.662,
"FIN","AIREMISSION","SOX","KG_CAP","A","2000",15.612,
"FIN","AIREMISSION","SOX","KG_CAP","A","2001",17.368,
"FIN","AIREMISSION","SOX","KG_CAP","A","2002",17.148,
"FIN","AIREMISSION","SOX","KG_CAP","A","2003",19.599,
"FIN","AIREMISSION","SOX","KG_CAP","A","2004",16.129,
"FIN","AIREMISSION","SOX","KG_CAP","A","2005",13.147,
"FIN","AIREMISSION","SOX","KG_CAP","A","2006",15.925,
"FIN","AIREMISSION","SOX","KG_CAP","A","2007",15.628,
"FIN","AIREMISSION","SOX","KG_CAP","A","2008",12.734,
"FIN","AIREMISSION","SOX","KG_CAP","A","2009",11.14,
"FIN","AIREMISSION","SOX","KG_CAP","A","2010",12.506,
"FIN","AIREMISSION","SOX","KG_CAP","A","2011",11.207,
"FIN","AIREMISSION","SOX","KG_CAP","A","2012",9.414,
"FIN","AIREMISSION","SOX","KG_CAP","A","2013",8.899,
"FIN","AIREMISSION","SOX","KG_CAP","A","2014",7.921,
"FIN","AIREMISSION","SOX","KG_CAP","A","2015",7.62,
"FIN","AIREMISSION","SOX","KG_CAP","A","2016",7.253,
"FIN","AIREMISSION","VOC","KG_CAP","A","1990",48.727,
"FIN","AIREMISSION","VOC","KG_CAP","A","1991",45.99,
"FIN","AIREMISSION","VOC","KG_CAP","A","1992",44.533,
"FIN","AIREMISSION","VOC","KG_CAP","A","1993",42.891,
"FIN","AIREMISSION","VOC","KG_CAP","A","1994",41.917,
"FIN","AIREMISSION","VOC","KG_CAP","A","1995",40.8,
"FIN","AIREMISSION","VOC","KG_CAP","A","1996",39.56,
"FIN","AIREMISSION","VOC","KG_CAP","A","1997",38.937,
"FIN","AIREMISSION","VOC","KG_CAP","A","1998",37.684,
"FIN","AIREMISSION","VOC","KG_CAP","A","1999",36.673,
"FIN","AIREMISSION","VOC","KG_CAP","A","2000",35.364,
"FIN","AIREMISSION","VOC","KG_CAP","A","2001",35.188,
"FIN","AIREMISSION","VOC","KG_CAP","A","2002",34.052,
"FIN","AIREMISSION","VOC","KG_CAP","A","2003",32.748,
"FIN","AIREMISSION","VOC","KG_CAP","A","2004",31.758,
"FIN","AIREMISSION","VOC","KG_CAP","A","2005",29.769,
"FIN","AIREMISSION","VOC","KG_CAP","A","2006",28.821,
"FIN","AIREMISSION","VOC","KG_CAP","A","2007",27.855,
"FIN","AIREMISSION","VOC","KG_CAP","A","2008",25.367,
"FIN","AIREMISSION","VOC","KG_CAP","A","2009",23.702,
"FIN","AIREMISSION","VOC","KG_CAP","A","2010",24.373,
"FIN","AIREMISSION","VOC","KG_CAP","A","2011",22.017,
"FIN","AIREMISSION","VOC","KG_CAP","A","2012",21.595,
"FIN","AIREMISSION","VOC","KG_CAP","A","2013",20.475,
"FIN","AIREMISSION","VOC","KG_CAP","A","2014",19.987,
"FIN","AIREMISSION","VOC","KG_CAP","A","2015",18.759,
"FIN","AIREMISSION","VOC","KG_CAP","A","2016",18.844,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1960",265.9,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1961",274.6,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1962",296.8,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1963",313.5,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1964",331.7,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1965",329.5,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1966",325.3,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1967",343.3,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1968",356.5,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1969",378.2,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1970",407.7,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1971",423.4,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1972",438.8,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1973",474.4,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1974",456.6,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1975",423.1,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1976",463.1,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1977",448.9,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1978",467.9,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1979",474.6,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1980",455.2,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1981",407.2,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1982",389.6,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1983",373.9,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1984",361.5,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1985",351.8,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1986",341.6,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1987",335.1,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1988",333.6,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1989",349.3,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1990",345.6,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1991",370.3,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1992",359.3,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1993",340.9,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1994",335.7,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1995",343.6,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1996",359.5,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1997",351,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1998",372.5,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","1999",366.6,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2000",364.7,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2001",368.2,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2002",362.5,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2003",368.3,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2004",369.1,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2005",371.9,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2006",362.6,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2007",354.3,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2008",350.1,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2009",336.8,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2010",341,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2011",314,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2012",317.1,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2013",317.5,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2014",285.5,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2015",292.2,
"FRA","AIREMISSION","CO2","MLN_TONNE","A","2016",292.9,
"FRA","AIREMISSION","CO","THND_TONNE","A","1990",10574.22,
"FRA","AIREMISSION","CO","THND_TONNE","A","1991",11069.5,
"FRA","AIREMISSION","CO","THND_TONNE","A","1992",10332.5,
"FRA","AIREMISSION","CO","THND_TONNE","A","1993",9851.528,
"FRA","AIREMISSION","CO","THND_TONNE","A","1994",9150.646,
"FRA","AIREMISSION","CO","THND_TONNE","A","1995",9148.592,
"FRA","AIREMISSION","CO","THND_TONNE","A","1996",8586.833,
"FRA","AIREMISSION","CO","THND_TONNE","A","1997",8036.421,
"FRA","AIREMISSION","CO","THND_TONNE","A","1998",7733.381,
"FRA","AIREMISSION","CO","THND_TONNE","A","1999",7288.264,
"FRA","AIREMISSION","CO","THND_TONNE","A","2000",6628.623,
"FRA","AIREMISSION","CO","THND_TONNE","A","2001",6266.345,
"FRA","AIREMISSION","CO","THND_TONNE","A","2002",6033.822,
"FRA","AIREMISSION","CO","THND_TONNE","A","2003",5723.909,
"FRA","AIREMISSION","CO","THND_TONNE","A","2004",5818.032,
"FRA","AIREMISSION","CO","THND_TONNE","A","2005",5299.999,
"FRA","AIREMISSION","CO","THND_TONNE","A","2006",4705.838,
"FRA","AIREMISSION","CO","THND_TONNE","A","2007",4533.962,
"FRA","AIREMISSION","CO","THND_TONNE","A","2008",4316.03,
"FRA","AIREMISSION","CO","THND_TONNE","A","2009",3838.564,
"FRA","AIREMISSION","CO","THND_TONNE","A","2010",4220.924,
"FRA","AIREMISSION","CO","THND_TONNE","A","2011",3512.592,
"FRA","AIREMISSION","CO","THND_TONNE","A","2012",3198.598,
"FRA","AIREMISSION","CO","THND_TONNE","A","2013",3249.206,
"FRA","AIREMISSION","CO","THND_TONNE","A","2014",2730.381,
"FRA","AIREMISSION","CO","THND_TONNE","A","2015",2676.406,
"FRA","AIREMISSION","CO","THND_TONNE","A","2016",2731.925,
"FRA","AIREMISSION","NOX","THND_TONNE","A","1990",1953.446,
"FRA","AIREMISSION","NOX","THND_TONNE","A","1991",1998.091,
"FRA","AIREMISSION","NOX","THND_TONNE","A","1992",1984.086,
"FRA","AIREMISSION","NOX","THND_TONNE","A","1993",1881.184,
"FRA","AIREMISSION","NOX","THND_TONNE","A","1994",1821.53,
"FRA","AIREMISSION","NOX","THND_TONNE","A","1995",1778.147,
"FRA","AIREMISSION","NOX","THND_TONNE","A","1996",1757.424,
"FRA","AIREMISSION","NOX","THND_TONNE","A","1997",1691.778,
"FRA","AIREMISSION","NOX","THND_TONNE","A","1998",1723.019,
"FRA","AIREMISSION","NOX","THND_TONNE","A","1999",1669.479,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2000",1617.256,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2001",1579.864,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2002",1543.049,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2003",1497.234,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2004",1461.315,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2005",1415.116,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2006",1332.022,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2007",1271.806,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2008",1174.741,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2009",1089.999,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2010",1075.424,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2011",1012.097,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2012",984.536,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2013",966.912,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2014",897.228,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2015",872.072,
"FRA","AIREMISSION","NOX","THND_TONNE","A","2016",838.217,
"FRA","AIREMISSION","SOX","THND_TONNE","A","1990",1282.122,
"FRA","AIREMISSION","SOX","THND_TONNE","A","1991",1377.601,
"FRA","AIREMISSION","SOX","THND_TONNE","A","1992",1244.894,
"FRA","AIREMISSION","SOX","THND_TONNE","A","1993",1086.941,
"FRA","AIREMISSION","SOX","THND_TONNE","A","1994",1010.753,
"FRA","AIREMISSION","SOX","THND_TONNE","A","1995",959.187,
"FRA","AIREMISSION","SOX","THND_TONNE","A","1996",945.472,
"FRA","AIREMISSION","SOX","THND_TONNE","A","1997",801.078,
"FRA","AIREMISSION","SOX","THND_TONNE","A","1998",840.088,
"FRA","AIREMISSION","SOX","THND_TONNE","A","1999",720.994,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2000",625.906,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2001",565.484,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2002",524.113,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2003",498.112,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2004",479.615,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2005",458.196,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2006",429.018,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2007",419.394,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2008",353.839,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2009",300.147,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2010",279.737,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2011",249.131,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2012",240.162,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2013",211.509,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2014",173.722,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2015",162.37,
"FRA","AIREMISSION","SOX","THND_TONNE","A","2016",140.59,
"FRA","AIREMISSION","VOC","THND_TONNE","A","1990",2415.243,
"FRA","AIREMISSION","VOC","THND_TONNE","A","1991",2454.654,
"FRA","AIREMISSION","VOC","THND_TONNE","A","1992",2384.321,
"FRA","AIREMISSION","VOC","THND_TONNE","A","1993",2262.623,
"FRA","AIREMISSION","VOC","THND_TONNE","A","1994",2090.468,
"FRA","AIREMISSION","VOC","THND_TONNE","A","1995",2022.488,
"FRA","AIREMISSION","VOC","THND_TONNE","A","1996",1980.187,
"FRA","AIREMISSION","VOC","THND_TONNE","A","1997",1858.661,
"FRA","AIREMISSION","VOC","THND_TONNE","A","1998",1804.894,
"FRA","AIREMISSION","VOC","THND_TONNE","A","1999",1712.351,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2000",1614.648,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2001",1538.916,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2002",1409.631,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2003",1330.515,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2004",1254.994,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2005",1162.866,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2006",1045.857,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2007",937.332,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2008",856.855,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2009",771.781,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2010",770.715,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2011",708.188,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2012",683.383,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2013",669.709,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2014",627.393,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2015",614.534,
"FRA","AIREMISSION","VOC","THND_TONNE","A","2016",607.814,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1960",5.7,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1961",5.8,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1962",6.2,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1963",6.4,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1964",6.7,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1965",6.6,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1966",6.5,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1967",6.8,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1968",7,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1969",7.3,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1970",7.9,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1971",8.1,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1972",8.3,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1973",8.9,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1974",8.5,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1975",7.8,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1976",8.6,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1977",8.3,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1978",8.6,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1979",8.6,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1980",8.3,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1981",7.3,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1982",7,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1983",6.7,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1984",6.4,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1985",6.2,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1986",6,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1987",5.9,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1988",5.8,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1989",6,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1990",5.9,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1991",6.3,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1992",6.1,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1993",5.8,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1994",5.7,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1995",5.8,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1996",6,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1997",5.9,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1998",6.2,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","1999",6.1,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2000",6,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2001",6,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2002",5.9,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2003",5.9,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2004",5.9,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2005",5.9,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2006",5.7,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2007",5.5,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2008",5.4,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2009",5.2,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2010",5.2,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2011",4.8,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2012",4.8,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2013",4.8,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2014",4.3,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2015",4.4,
"FRA","AIREMISSION","CO2","TONNE_CAP","A","2016",4.4,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","1990",9.644,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","1991",10.075,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","1992",9.826,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","1993",9.412,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","1994",9.259,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","1995",9.358,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","1996",9.612,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","1997",9.445,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","1998",9.636,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","1999",9.455,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2000",9.306,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2001",9.344,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2002",9.186,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2003",9.215,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2004",9.128,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2005",9.103,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2006",8.858,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2007",8.657,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2008",8.504,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2009",8.088,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2010",8.2,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2011",7.732,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2012",7.705,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2013",7.664,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2014",7.177,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2015",7.207,
"FRA","AIREMISSION","GHG","TONNE_CAP","A","2016",7.187,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","1990",549335.542,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","1991",576652.277,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","1992",564982.032,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","1993",543490.884,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","1994",536921.363,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","1995",545015.181,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","1996",562279.713,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","1997",555003.107,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","1998",568868.112,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","1999",560851.184,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2000",554706.878,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2001",559801.775,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2002",553229.981,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2003",557950.6,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2004",555779.38,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2005",557435.019,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2006",545578.447,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2007",536418.857,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2008",530044.935,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2009",506996.469,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2010",516805.451,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2011",489803.24,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2012",490337.172,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2013",489883.226,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2014",460707.635,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2015",464566.325,
"FRA","AIREMISSION","GHG","THND_TONNECO2","A","2016",465128.62,
"FRA","AIREMISSION","CO","KG_CAP","A","1990",185.64,
"FRA","AIREMISSION","CO","KG_CAP","A","1991",193.395,
"FRA","AIREMISSION","CO","KG_CAP","A","1992",179.705,
"FRA","AIREMISSION","CO","KG_CAP","A","1993",170.605,
"FRA","AIREMISSION","CO","KG_CAP","A","1994",157.795,
"FRA","AIREMISSION","CO","KG_CAP","A","1995",157.08,
"FRA","AIREMISSION","CO","KG_CAP","A","1996",146.784,
"FRA","AIREMISSION","CO","KG_CAP","A","1997",136.759,
"FRA","AIREMISSION","CO","KG_CAP","A","1998",130.997,
"FRA","AIREMISSION","CO","KG_CAP","A","1999",122.872,
"FRA","AIREMISSION","CO","KG_CAP","A","2000",111.203,
"FRA","AIREMISSION","CO","KG_CAP","A","2001",104.594,
"FRA","AIREMISSION","CO","KG_CAP","A","2002",100.188,
"FRA","AIREMISSION","CO","KG_CAP","A","2003",94.532,
"FRA","AIREMISSION","CO","KG_CAP","A","2004",95.555,
"FRA","AIREMISSION","CO","KG_CAP","A","2005",86.553,
"FRA","AIREMISSION","CO","KG_CAP","A","2006",76.402,
"FRA","AIREMISSION","CO","KG_CAP","A","2007",73.175,
"FRA","AIREMISSION","CO","KG_CAP","A","2008",69.245,
"FRA","AIREMISSION","CO","KG_CAP","A","2009",61.233,
"FRA","AIREMISSION","CO","KG_CAP","A","2010",66.97,
"FRA","AIREMISSION","CO","KG_CAP","A","2011",55.453,
"FRA","AIREMISSION","CO","KG_CAP","A","2012",50.261,
"FRA","AIREMISSION","CO","KG_CAP","A","2013",50.832,
"FRA","AIREMISSION","CO","KG_CAP","A","2014",42.536,
"FRA","AIREMISSION","CO","KG_CAP","A","2015",41.522,
"FRA","AIREMISSION","CO","KG_CAP","A","2016",42.211,
"FRA","AIREMISSION","NOX","KG_CAP","A","1990",34.295,
"FRA","AIREMISSION","NOX","KG_CAP","A","1991",34.909,
"FRA","AIREMISSION","NOX","KG_CAP","A","1992",34.508,
"FRA","AIREMISSION","NOX","KG_CAP","A","1993",32.578,
"FRA","AIREMISSION","NOX","KG_CAP","A","1994",31.411,
"FRA","AIREMISSION","NOX","KG_CAP","A","1995",30.53,
"FRA","AIREMISSION","NOX","KG_CAP","A","1996",30.042,
"FRA","AIREMISSION","NOX","KG_CAP","A","1997",28.79,
"FRA","AIREMISSION","NOX","KG_CAP","A","1998",29.186,
"FRA","AIREMISSION","NOX","KG_CAP","A","1999",28.145,
"FRA","AIREMISSION","NOX","KG_CAP","A","2000",27.131,
"FRA","AIREMISSION","NOX","KG_CAP","A","2001",26.37,
"FRA","AIREMISSION","NOX","KG_CAP","A","2002",25.621,
"FRA","AIREMISSION","NOX","KG_CAP","A","2003",24.727,
"FRA","AIREMISSION","NOX","KG_CAP","A","2004",24.001,
"FRA","AIREMISSION","NOX","KG_CAP","A","2005",23.11,
"FRA","AIREMISSION","NOX","KG_CAP","A","2006",21.626,
"FRA","AIREMISSION","NOX","KG_CAP","A","2007",20.526,
"FRA","AIREMISSION","NOX","KG_CAP","A","2008",18.847,
"FRA","AIREMISSION","NOX","KG_CAP","A","2009",17.388,
"FRA","AIREMISSION","NOX","KG_CAP","A","2010",17.063,
"FRA","AIREMISSION","NOX","KG_CAP","A","2011",15.978,
"FRA","AIREMISSION","NOX","KG_CAP","A","2012",15.47,
"FRA","AIREMISSION","NOX","KG_CAP","A","2013",15.127,
"FRA","AIREMISSION","NOX","KG_CAP","A","2014",13.978,
"FRA","AIREMISSION","NOX","KG_CAP","A","2015",13.529,
"FRA","AIREMISSION","NOX","KG_CAP","A","2016",12.951,
"FRA","AIREMISSION","SOX","KG_CAP","A","1990",22.509,
"FRA","AIREMISSION","SOX","KG_CAP","A","1991",24.068,
"FRA","AIREMISSION","SOX","KG_CAP","A","1992",21.651,
"FRA","AIREMISSION","SOX","KG_CAP","A","1993",18.823,
"FRA","AIREMISSION","SOX","KG_CAP","A","1994",17.43,
"FRA","AIREMISSION","SOX","KG_CAP","A","1995",16.469,
"FRA","AIREMISSION","SOX","KG_CAP","A","1996",16.162,
"FRA","AIREMISSION","SOX","KG_CAP","A","1997",13.632,
"FRA","AIREMISSION","SOX","KG_CAP","A","1998",14.23,
"FRA","AIREMISSION","SOX","KG_CAP","A","1999",12.155,
"FRA","AIREMISSION","SOX","KG_CAP","A","2000",10.5,
"FRA","AIREMISSION","SOX","KG_CAP","A","2001",9.439,
"FRA","AIREMISSION","SOX","KG_CAP","A","2002",8.703,
"FRA","AIREMISSION","SOX","KG_CAP","A","2003",8.226,
"FRA","AIREMISSION","SOX","KG_CAP","A","2004",7.877,
"FRA","AIREMISSION","SOX","KG_CAP","A","2005",7.483,
"FRA","AIREMISSION","SOX","KG_CAP","A","2006",6.965,
"FRA","AIREMISSION","SOX","KG_CAP","A","2007",6.769,
"FRA","AIREMISSION","SOX","KG_CAP","A","2008",5.677,
