Country Name,Country Code,Unit Name,Unit Code,year,Agr. Raw Material Index  (PRAWM),All index  (PALLFNF),Aluminum (PALUM),APSP crude oil($/bbl) (POILAPSP),Bananas  (PBANSOP),Barley (PBARL),Beef  (PBEEF),Beverages index  (PBEVE),Brent Crude  (POILBRE),Cereal  index (PCERE),Coal index  (PCOAL),"Coal, Australia (PCOALAU)","Coal, South Africa  (PCOALSA)",Cobalt  (PCOBA),Cocoa (PCOCO),Coffee index  (PCOFF),"Coffee, Other Mild Arabica  (PCOFFOTM)","Coffee, Robustas  (PCOFFROB)",Copper  (PCOPP),Corn  (PMAIZMT),Cotton  (PCOTTIND),"Dairy Products, Milk (PMILK)",Diammonium phosphate (PDAP),Dubai Crude  (POILDUB),Energy index  (PNRG),Fertilizer (PFERT),Fish  (PSALM),Fish Meal  (PFSHMEAL),Food and beverage index (PFANDB),Food index  (PFOOD),Gold  (PGOLD),Groundnuts  (PGNUTS),"Hard Logs, Import Price Japan (PLOGSK)","Hard Sawnwood, Dark Red Meranti  (PSAWMAL)",Hardwood index  (PHARD),Hides  (PHIDE),Industrial Materials index  (PINDU),Iron Ore (PIORECR),Lamb  (PLAMB),Lead  (PLEAD),"Legumes, Chickpea (PCHANA)","LNG, Asia  (PNGASJP)",Meat Index  (PMEAT),Metal index  (PMETA),Molybdenum (PLMMODY),Natural gas index  (PNGAS),"Natural gas, EU  (PNGASEU)","Natural Gas, US Henry Hub Gas (PNGASUS)",Nickel  (PNICK),"Non-Citrus Fruit, Apple (PAPPLE)",Non-Fuel index  (PNFUEL),Oats (POATS),Olive Oil  (POLVOIL),Orange  (PORANG),Palladium (PPALLA),Palm Oil  (PPOIL),Platinum (PPLAT),Potassium Fertilizer (PPOTASH),Poultry  (PPOULT),Precious Metals Price Index (PPMETA),Propane (PPROPANE),Rapeseed Oil  (PROIL),"Rice, Thailand  (PRICENPQ)",Rubber  (PRUBB),Seafood index  (PSEAF),Shrimp  (PSHRI),Silver (PSILVER),Soft Logs  (PLOGORE),"Soft Sawnwood, Average of Softwoods,  (PSAWORE)",Softwood index  (PSOFT),Sorghum  (PSORG),Soybean Meal  (PSMEA),Soybeans  (PSOYB),Soybeans Oil  (PSOIL),Sugar index  (PSUGA),"Sugar, No. 11, World  (PSUGAISA)","Sugar, No. 16, US  (PSUGAUSA)",Sunflower Oil  (PSUNO),Swine  (PPORK),"Tea, Kenyan  (PTEA)",Timber index  (PTIMB),Tin  (PTIN),Uranium  (PURAN),Urea (PUREA),Vegetable oil index  (PVOIL),"Vegetables, Tomato (PTOMATO)",Wheat  (PWHEAMT),Wool index  (PWOOL),"Wool, Coarse  (PWOOLC)","Wool, Fine  (PWOOLF)",WTI Crude  (POILWTI),Zinc  (PZINC)
World,1,Index,IX,1990M7,76.2362841,,97.93153623,,62.40832911,79.74036268,65.13166423,52.83083382,38.91251654,77.52373865,55.28467653,57.7896063,52.77974677,35.77688708,46.5541527,53.58039124,52.55202263,54.60875985,56.88293689,72.19852475,123.683177,,50.97251673,36.08477803,,50.50655697,80.33297167,50.43890957,,,29.03843922,43.27314599,62.29387698,65.75618304,64.78093637,130.604791,,23.99035985,137.4627143,46.87532692,,,93.54826372,,,,44.10413165,,97.11126725,,,65.18354062,81.74516975,108.930148,19.09701908,36.03301147,48.53525971,39.09060061,44.91608597,29.48965166,,52.9751557,65.93437251,52.37397284,83.07447199,87.92672773,28.48292518,68.95104868,64.60186633,65.5738155,70.04881921,55.39453654,61.33311488,73.58271679,68.0006734,66.13874241,84.75805243,58.36064387,154.1250996,66.03009824,65.21945027,33.03489913,43.79806998,57.68451359,55.67431015,,87.23996568,60.81396153,41.13907284,80.48885022,42.61299449,78.32629442
World,1,Index,IX,1990M8,73.86820857,,111.0846579,,54.50753041,85.65260349,67.55579408,54.50774238,62.02391785,74.67891744,55.28467653,57.7896063,52.77974677,45.94836203,44.40975637,57.91855608,57.3769895,58.46012266,60.73249483,68.98420311,109.5213808,,50.73494591,60.77181032,,53.41798103,82.94682464,52.94761386,,,31.61251596,53.55286761,62.19182801,65.98051771,64.91333678,124.044198,,23.99035985,137.2547085,46.87532692,,,93.39427394,,,,44.10413165,,114.1927619,,,58.5739004,85.87997923,102.4739132,18.82300112,37.58281841,49.94899382,39.09060061,44.62230343,31.84339473,,51.26702538,66.96459708,53.81053621,85.46611036,89.92506245,29.24801075,71.39966159,64.06364775,65.70308983,67.21856648,55.02937394,61.40276843,74.43868525,62.63513615,60.24137289,84.17900561,57.55491717,150.5750778,60.72793222,65.35012175,32.92784074,43.23171563,64.12127696,55.90064499,,81.59501905,63.30219211,41.13907284,85.46531139,62.99412812,77.27365026
World,1,Index,IX,1990M9,73.20460107,,128.8507227,,52.23305806,90.36551981,68.64439655,56.43960567,79.52773946,72.64235752,55.28467653,57.7896063,52.77974677,48.77594317,47.41882864,59.12615391,57.68082863,60.5714792,62.45346968,64.28635615,109.5213808,,52.09136217,77.67442476,,56.42723983,88.11614694,52.39774629,,,31.22185324,69.64920116,62.19547063,66.01234131,64.93722248,118.3340202,,23.99035985,135.8206497,44.89317024,,,94.5814922,,,,44.10413165,,113.0150871,,,56.48931963,85.04840249,85.88893021,17.135476,36.67876436,46.79942039,39.09060061,44.49173342,31.2712775,,51.45681764,66.70704094,54.53552454,90.93353369,95.92010287,28.08983041,73.72552283,61.38558701,64.14329856,63.11469664,56.61279452,62.56155018,72.72674834,63.07071672,60.7374143,84.07043865,57.4540154,153.3128065,64.45058291,64.49813074,31.82265988,39.64480473,69.94353781,56.2099117,,79.7989108,62.34516129,40.52321845,84.16710413,78.19322551,73.54154827
World,1,Index,IX,1990Q4,72.94757111,,105.6821119,,47.01241246,91.82830478,65.04936306,56.0467322,73.86718669,72.86922738,55.28467653,57.7896063,52.77974677,52.48061882,45.6318317,57.34818976,53.90916703,60.78721248,53.48626047,63.29733607,111.2326376,,53.74804156,69.11399019,,59.55267224,90.15266764,38.90867604,,,30.42630726,92.89729818,59.78030429,68.38156712,65.95880241,113.5282934,,23.99035985,134.8354064,37.21454526,,,100.0176598,,,,54.67074571,,89.94099982,,,58.55134599,88.01698365,68.31268132,15.1218498,41.67258674,42.82089588,41.73736003,43.22955658,30.17210702,,51.99253468,70.14112284,54.38784353,95.48130986,104.9126182,24.6388332,72.83800515,62.72440229,64.98457607,63.63357518,55.43231198,59.78385112,65.27778476,56.57890671,53.62750145,83.1415542,60.54582582,176.7188825,77.55524485,65.41999167,32.82059352,34.86225685,74.14178937,56.22004419,,79.2857327,57.17378733,34.65207333,79.69550134,73.9519756,62.13790329
World,1,Index,IX,1990M10,73.15512744,,121.3079373,,48.95103436,90.13740976,65.79942364,56.63648964,81.93423115,73.32852638,55.28467653,57.7896063,52.77974677,53.13514886,45.27443231,58.56894661,55.547872,61.59002123,56.33945696,62.80282603,109.6291593,,54.23176215,78.42619097,,60.21523723,89.00931837,41.20677055,,,30.52013789,99.00640895,63.60594309,68.37893064,67.03449716,114.1897549,,23.99035985,137.3422789,40.71456967,,,102.2545982,,,,54.67074571,,95.30827849,,,62.00121432,88.00099759,73.12941024,15.57426955,37.45366783,43.07714516,41.73736003,43.67567081,30.33466234,,52.29750001,72.37327607,54.57580537,94.75073293,104.9126182,25.66509024,68.65164989,63.65705545,64.7732404,63.11469664,57.33367585,61.97899323,67.65207821,55.00696493,51.75356257,84.28758638,58.85027778,182.0740002,76.61008454,65.78387461,33.79882268,32.09341335,75.32772829,56.40303208,,80.05549541,59.91429805,38.79882618,81.02976991,83.58346857,64.73761536
World,1,Index,IX,1990M11,73.02942131,,100.8613785,,42.60645359,93.52269719,64.50318882,55.62155117,75.37313589,72.57960699,55.28467653,57.7896063,52.77974677,49.60066869,46.76167493,55.90430335,51.55542138,60.25318532,53.07866377,62.80282603,111.0709492,,54.27701373,70.27801528,,59.55553604,90.43941751,39.06045388,,,30.58413399,96.93500557,58.85335301,69.20331668,66.28798585,111.854378,,23.99035985,135.4484524,37.50026154,,,100.0833425,,,,54.67074571,,89.49285811,,,57.34695218,88.85564855,66.9973742,15.26323347,42.87799214,42.802502,41.73736003,43.38188827,30.30016977,,52.56637238,70.05527079,54.69663761,95.6645372,104.9126182,24.40074114,71.89560102,63.5514935,65.41622294,62.97318063,54.83420083,58.40766588,63.52508745,58.27978015,55.44631995,83.78092214,59.58658802,177.4409209,79.5325433,65.80584407,33.35218018,35.86910904,73.87366807,55.8944255,,78.77256171,56.36318534,32.8866241,79.83974659,75.04698922,61.14905575
World,1,Index,IX,1990M12,72.65816458,,94.87701982,,49.47974942,91.8248074,64.84547673,55.88215578,64.29419302,72.69954878,55.28467653,57.7896063,52.77974677,54.70603892,44.85938786,57.57131931,54.62420772,60.51843089,51.04066068,64.28635615,112.9978042,,52.73534879,58.63776431,,58.88724345,91.00926704,36.45880369,,,30.1746499,82.75048003,56.88161678,67.56245404,64.55392424,114.5407474,,23.99035985,131.715488,33.42880457,,,97.71503873,,,,54.67074571,,85.02186287,,,56.30587147,87.19430481,64.8112595,14.52804639,44.68610024,42.58304048,41.73736003,42.63111067,29.88148895,,51.11373164,67.99482165,53.89108762,96.02865947,104.9126182,23.85066823,77.96676456,60.96465792,64.76426486,64.81284828,54.12905926,58.96489426,64.65618862,56.44997504,53.68262184,81.35615409,63.20061166,170.6417265,76.52310669,64.67025633,31.31077768,36.62424818,73.22397174,56.362675,,79.02914099,55.24387861,32.27076971,78.21698751,63.22546903,60.52703875
World,1,Index,IX,1991,71.3336867,,81.2887917,45.81837938,55.8105304,80.04027898,67.80512358,50.37653999,45.36388184,78.67492706,52.74970139,56.60051975,48.89888304,65.98531417,41.24893445,52.27029343,51.6690767,52.87151015,48.0392678,67.4991668,103.6287833,,50.13508424,40.27203498,,55.76661601,75.1285647,37.03979709,,,29.01314298,59.470501,65.46743306,71.02104294,69.4567273,107.2508151,,25.66370879,114.8077961,29.88238644,,,89.19508904,,,,69.08499507,58.20771714,85.07626573,,,62.31973332,80.05249485,76.2289468,14.38638068,43.78204619,38.09685419,44.32473702,42.99017822,28.67821514,,50.67848689,75.63565388,50.28727527,85.12969528,102.8309674,23.69944622,73.07403769,66.48432947,67.95698822,67.25434866,54.92575381,57.56126973,61.9405268,52.32566026,49.47300989,77.99951385,58.14540564,142.6050783,64.09776673,68.62727372,31.2035017,31.90462857,66.12365594,54.87042923,,89.84462889,46.25361875,32.35579018,60.15144733,49.7652841,53.65423939
World,1,Index,IX,1991Q1,71.59960127,,93.83806866,45.41052139,70.7510538,93.38391239,67.17608305,53.34658184,47.10820993,76.54621666,54.27068648,57.31397168,51.22740128,59.39250713,42.28841806,55.33540778,54.61204847,56.0587671,50.0141036,67.17099591,113.5547765,,52.5497147,41.09655276,,58.37701346,86.50597,38.64901101,,,29.66217506,86.90292555,56.77713569,66.80064133,63.97726572,105.3567878,,25.66370879,128.1248385,32.05379498,,,101.4659417,,,,67.99387287,56.16802228,90.11817213,,,57.87236276,86.4213939,69.60655948,14.00294568,44.55694966,40.36621255,42.00882253,43.37100743,29.27774254,,49.00290107,80.87262878,51.74743908,97.11904707,115.9034199,22.87558019,73.96842349,63.46070478,65.80895501,68.82237636,52.16473632,57.98552316,65.75671949,51.53328236,48.59359819,77.99044014,59.11097316,179.8477153,72.05012876,64.99030943,31.05653541,35.23982642,72.03735434,55.12260867,,80.22655714,46.90426995,31.81914316,61.98939674,50.56341022,57.30530968
World,1,Index,IX,1991M1,71.24590612,,94.44066033,51.89516447,59.52433807,95.98737789,66.00143053,54.15224113,53.44227767,74.9977623,55.28467653,57.7896063,52.77974677,61.61792223,42.95710079,54.83147755,52.45479188,57.20816323,50.27074287,66.2643947,112.7956937,,51.77501787,47.72502901,,58.55805618,88.77420318,37.10316624,,,30.73699075,73.37883942,56.74311937,67.27132905,64.30579069,110.2075147,,25.66370879,130.5222584,32.14308132,,,104.9684257,,,,67.99387287,57.37503794,89.3052639,,,56.41248147,87.48838799,70.50851193,14.15075571,45.07355198,41.34268818,41.73736003,42.79432319,30.30990662,,49.4043847,78.5546235,52.87073045,96.76479785,110.907568,23.6845615,74.1953544,57.49425373,61.22659227,67.50159175,51.51940587,57.21089128,64.90075104,51.54108635,48.50174023,78.89520166,61.94550787,192.573641,82.1731894,62.60279302,31.2860061,34.35883076,73.00815372,55.17093559,,77.74620729,55.57006811,31.40857357,79.73156265,58.29790778,57.70403853
World,1,Index,IX,1991M2,72.488907,,93.81728964,41.62331725,69.20880193,94.09770556,69.55905946,52.87102374,44.45198797,76.67683138,55.28467653,57.7896063,52.77974677,58.27979958,42.02325077,55.04443814,54.42974622,55.65913005,50.27074287,66.75889835,114.3722376,,52.97863263,37.61256098,,58.16744757,89.75251799,43.09170601,,,29.19008831,92.79609136,58.21919236,66.66266198,64.28434374,102.4589441,,25.66370879,132.3394723,31.7680787,,,100.0572911,,,,67.99387287,56.72304887,90.37871963,,,55.38318171,88.93663453,69.6780435,13.76378332,43.65289561,39.20901696,41.73736003,43.77359832,28.75432647,,49.26569035,83.96330249,51.67583669,99.5542526,116.9026084,21.8557186,74.56960248,67.86636512,69.3643952,68.35066757,52.40712873,57.93275532,65.26759466,49.96504002,46.90338224,77.51996028,58.80255397,170.9124909,69.70404686,67.09394372,31.12619696,35.86910904,71.53689143,55.08422095,,79.54232087,42.66456787,31.7780862,53.55104954,47.42488529,56.84278422
World,1,Index,IX,1991M3,71.06399068,,93.25625601,42.71308243,83.52002139,90.06665372,65.96775915,53.01648064,43.43036414,77.96405629,52.24270636,56.36270244,48.12271029,58.27979958,41.88490262,56.13030765,56.9516073,55.309008,49.50082506,68.48969467,113.4963982,,52.89549362,37.9520683,,58.40553662,80.99118882,35.75216077,,,29.05944611,94.53384588,55.36909535,66.46793296,63.34166271,103.4039048,,25.66370879,121.5127849,32.25022492,,,99.37210835,,,,67.99387287,54.40598003,90.67053284,,,61.82142512,82.83915917,68.63312302,14.09429802,44.9444014,40.5469325,42.55174754,43.54510079,28.76899452,,48.33862817,80.09996035,50.6957501,95.03809076,119.9000833,23.08646047,73.14031359,65.02149549,66.83587757,70.61486975,52.56767436,58.81292288,67.10181278,53.09372072,50.3756721,77.55615847,56.58485765,176.0570141,64.27315002,65.27419155,30.75740318,35.49153947,71.56701787,55.11266946,,83.39114327,42.47817387,32.27076971,52.68557803,45.9674376,57.3691063
World,1,Index,IX,1991Q2,72.92008081,,82.60700664,44.32978845,68.02102192,82.38140199,67.37285979,49.44602108,42.65847058,76.35263175,52.24270636,56.36270244,48.12271029,55.58311846,37.45637696,52.99873462,53.75116475,52.24630449,48.13763454,67.21880591,112.9349436,,51.35178158,37.46705784,,56.52104487,70.18344892,35.739677,,,28.89696965,65.35421343,63.09448033,67.01538968,65.91096572,117.8345563,,25.66370879,112.2697931,30.52271305,,,97.5371943,,,,78.33078724,52.82337409,89.69472814,,,62.04841946,77.2743514,69.45594438,15.70183034,40.81158288,39.28381009,44.89311164,42.99017822,28.68396719,,51.15793539,74.43372521,50.34623475,85.48687794,112.5728318,24.21242163,72.4853781,66.57055709,67.89239299,65.0760641,54.23818831,58.39500159,62.33284568,49.5381797,46.477346,77.08568322,56.51148044,170.591585,60.21621186,67.0068243,31.53432715,34.23297424,66.75926943,54.26474858,,84.51414314,49.03373017,35.33772379,62.72973655,47.98010346,55.01166093
